SNO,RANK,ARNO,NAME,SEX,NEETNO,COM,MARKS,COLLEGENAME,QUOTA,COLLEGETYPE,FEES,COURSE,Year
178,643,3355,THILAGAVATHI N,F,80165426,MBC/DNC,418,"MADRAS MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,13600,MBBS,2017
179,661,4549,ASHOK.N.R.,M,80396388,SCA,415,"MADRAS MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,13600,MBBS,2017
180,701,3243,SAI KIRAN P S,M,80082673,SC,411,"MADRAS MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,13600,MBBS,2017
181,712,13620,SUDHAN MUTHU.R,M,80093629,SC,410,"MADRAS MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,13600,MBBS,2017
182,771,1877,LAKSHMIPRABHA.R.,F,80142246,SC,404,"MADRAS MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,13600,MBBS,2017
183,843,14268,ANANTHANARAYANAN J,M,80083554,SC,397,"MADRAS MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,13600,MBBS,2017
184,864,14825,ESHWAR RAJESH,M,81039211,SC,395,"MADRAS MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,13600,MBBS,2017
185,868,22317,KARTHIKEYAN.R,M,80094894,SC,395,"MADRAS MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,13600,MBBS,2017
186,884,23918,RUPALISWAMI,F,80039560,SCA,394,"MADRAS MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,13600,MBBS,2017
187,893,4694,VISHNU RAMAKANTHAN.P.,M,80571902,SC,394,"MADRAS MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,13600,MBBS,2017
188,901,4509,ASWIN E,M,80382622,SC,393,"MADRAS MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,13600,MBBS,2017
189,919,2895,VINODHINI M,F,80362095,SC,391,"MADRAS MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,13600,MBBS,2017
190,921,13646,VEL PRIYADHARSINI.M,F,80014035,SC,391,"MADRAS MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,13600,MBBS,2017
191,965,18929,MONISHA.R,F,80920931,SC,387,"MADRAS MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,13600,MBBS,2017
192,983,22410,SOUNDARYA.K.R.,F,80006046,SC,385,"MADRAS MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,13600,MBBS,2017
193,987,15248,KAYATRI.P,F,80006715,SC,385,"MADRAS MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,13600,MBBS,2017
194,999,5722,ASWATH.M,M,80203479,SC,384,"MADRAS MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,13600,MBBS,2017
195,1005,15892,NETASHASREE.K.T,F,80393215,SC,384,"MADRAS MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,13600,MBBS,2017
196,1079,21062,DHANISH KUMAR M,M,80310337,SC,377,"MADRAS MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,13600,MBBS,2017
197,1160,7470,SATHYANARAYANA E,M,80290526,SC,371,"MADRAS MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,13600,MBBS,2017
198,1170,10840,DHARANI.M,F,80155208,SC,370,"MADRAS MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,13600,MBBS,2017
199,1190,18445,KOUSHALYA.S,F,80087272,SC,369,"MADRAS MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,13600,MBBS,2017
200,1206,6374,AKASH M,M,80013861,SC,368,"MADRAS MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,13600,MBBS,2017
201,1208,16312,KAVISELVAN.R.K,M,80473245,SC,368,"MADRAS MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,13600,MBBS,2017
202,1215,8911,LAVANYA V,F,80495541,SC,367,"MADRAS MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,13600,MBBS,2017
203,1247,19277,AAKASH.K.V.,M,80646924,SC,365,"MADRAS MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,13600,MBBS,2017
204,1275,888,SAYANTH VISHNU S,M,80601542,SC,363,"MADRAS MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,13600,MBBS,2017
205,1302,12423,KARISHMA HARSHINI R,F,80576435,SC,361,"MADRAS MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,13600,MBBS,2017
206,1367,11792,INJETI NAMRATHA,F,80606638,SC,356,"MADRAS MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,13600,MBBS,2017
207,1377,14768,ENIYAL.R,F,80270293,SC,355,"MADRAS MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,13600,MBBS,2017
208,1407,8321,KOWSALYA A,F,80508528,SC,353,"MADRAS MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,13600,MBBS,2017
209,1436,25198,PRIYAD,F,80648539,OC,351,"MADRAS MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,13600,MBBS,2017
210,1833,19285,EASHAA SREE M,F,80903100,SCA,330,"MADRAS MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,13600,MBBS,2017
211,1923,5638,KARTHIKEYAN GPH,M,80818671,MBC/DNC,326,"MADRAS MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,13600,MBBS,2017
212,2138,53326,MOHNISH.J,M,80161499,ST,317,"MADRAS MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,13600,MBBS,2017
213,2449,6385,VIGNESH R,M,80489131,SCA,304,"MADRAS MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,13600,MBBS,2017
214,2737,23227,KAVIYA.R,F,80617961,SCA,293,"MADRAS MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,13600,MBBS,2017
215,3619,9251,KRITHIKA J,F,80316098,SCA,268,"MADRAS MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,13600,MBBS,2017
216,3627,11230,DHAVANYA G,F,80620807,ST,268,"MADRAS MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,13600,MBBS,2017
217,11483,10827,DIVYHASRI SPH,F,81135949,BC,173,"MADRAS MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,13600,MBBS,2017
218,19426,55609,SATHIYA PRIYA.VPH,F,80787180,BC,134,"MADRAS MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,13600,MBBS,2017
1,234,NULL,UNKNOWN,,80005538,BCM,651,"MADRAS MEDICAL COLLEGE, CHENNAI",ALL INDIA,GOVT,13600,MBBS,2017
2,273,NULL,UNKNOWN,,80161624,OC,648,"MADRAS MEDICAL COLLEGE, CHENNAI",ALL INDIA,GOVT,13600,MBBS,2017
3,312,NULL,UNKNOWN,,80093737,OC,646,"MADRAS MEDICAL COLLEGE, CHENNAI",ALL INDIA,GOVT,13600,MBBS,2017
4,313,NULL,UNKNOWN,,80060329,OC,646,"MADRAS MEDICAL COLLEGE, CHENNAI",ALL INDIA,GOVT,13600,MBBS,2017
5,321,NULL,UNKNOWN,,80016983,BC,645,"MADRAS MEDICAL COLLEGE, CHENNAI",ALL INDIA,GOVT,13600,MBBS,2017
6,500,NULL,UNKNOWN,,80013653,OC,637,"MADRAS MEDICAL COLLEGE, CHENNAI",ALL INDIA,GOVT,13600,MBBS,2017
7,586,NULL,UNKNOWN,,80025011,UR,635,"MADRAS MEDICAL COLLEGE, CHENNAI",ALL INDIA,GOVT,13600,MBBS,2017
8,622,NULL,UNKNOWN,,80474146,MBC/DNC,634,"MADRAS MEDICAL COLLEGE, CHENNAI",ALL INDIA,GOVT,13600,MBBS,2017
9,635,NULL,UNKNOWN,,80084331,OC,633,"MADRAS MEDICAL COLLEGE, CHENNAI",ALL INDIA,GOVT,13600,MBBS,2017
10,729,NULL,UNKNOWN,,80241150,BC,630,"MADRAS MEDICAL COLLEGE, CHENNAI",ALL INDIA,GOVT,13600,MBBS,2017
11,754,NULL,UNKNOWN,,80004404,BC,630,"MADRAS MEDICAL COLLEGE, CHENNAI",ALL INDIA,GOVT,13600,MBBS,2017
12,801,NULL,UNKNOWN,,80205063,MBC/DNC,628,"MADRAS MEDICAL COLLEGE, CHENNAI",ALL INDIA,GOVT,13600,MBBS,2017
13,1047,NULL,UNKNOWN,,80098532,OBC,622,"MADRAS MEDICAL COLLEGE, CHENNAI",ALL INDIA,GOVT,13600,MBBS,2017
14,1127,NULL,UNKNOWN,,80095144,UR,620,"MADRAS MEDICAL COLLEGE, CHENNAI",ALL INDIA,GOVT,13600,MBBS,2017
15,1287,NULL,UNKNOWN,,80288788,UR,617,"MADRAS MEDICAL COLLEGE, CHENNAI",ALL INDIA,GOVT,13600,MBBS,2017
16,1320,NULL,UNKNOWN,,80271131,UR,617,"MADRAS MEDICAL COLLEGE, CHENNAI",ALL INDIA,GOVT,13600,MBBS,2017
17,1498,NULL,UNKNOWN,,80003416,UR,614,"MADRAS MEDICAL COLLEGE, CHENNAI",ALL INDIA,GOVT,13600,MBBS,2017
18,2030,NULL,UNKNOWN,,80412136,MBC/DNC,606,"MADRAS MEDICAL COLLEGE, CHENNAI",ALL INDIA,GOVT,13600,MBBS,2017
19,2091,NULL,UNKNOWN,,80096241,UR,605,"MADRAS MEDICAL COLLEGE, CHENNAI",ALL INDIA,GOVT,13600,MBBS,2017
20,2417,NULL,UNKNOWN,,80929698,BC,601,"MADRAS MEDICAL COLLEGE, CHENNAI",ALL INDIA,GOVT,13600,MBBS,2017
21,2432,NULL,UNKNOWN,,80012458,BC,601,"MADRAS MEDICAL COLLEGE, CHENNAI",ALL INDIA,GOVT,13600,MBBS,2017
22,5643,NULL,UNKNOWN,,80267954,SC,573,"MADRAS MEDICAL COLLEGE, CHENNAI",ALL INDIA,GOVT,13600,MBBS,2017
23,9876,NULL,UNKNOWN,,80073658,SC,550,"MADRAS MEDICAL COLLEGE, CHENNAI",ALL INDIA,GOVT,13600,MBBS,2017
24,12436,NULL,UNKNOWN,,80067132,SC,538,"MADRAS MEDICAL COLLEGE, CHENNAI",ALL INDIA,GOVT,13600,MBBS,2017
25,13674,NULL,UNKNOWN,,80612386,SC,533,"MADRAS MEDICAL COLLEGE, CHENNAI",ALL INDIA,GOVT,13600,MBBS,2017
26,13835,NULL,UNKNOWN,,80465670,SC,533,"MADRAS MEDICAL COLLEGE, CHENNAI",ALL INDIA,GOVT,13600,MBBS,2017
27,22743,NULL,UNKNOWN,,80113683,ST,502,"MADRAS MEDICAL COLLEGE, CHENNAI",ALL INDIA,GOVT,13600,MBBS,2017
28,35473,NULL,UNKNOWN,,80360686,ST,467,"MADRAS MEDICAL COLLEGE, CHENNAI",ALL INDIA,GOVT,13600,MBBS,2017
29,59798,NULL,UNKNOWN,,80009291,ST,417,"MADRAS MEDICAL COLLEGE, CHENNAI",ALL INDIA,GOVT,13600,MBBS,2017
30,207256,NULL,UNKNOWN,,80051077,UR (PH),254,"MADRAS MEDICAL COLLEGE, CHENNAI",ALL INDIA,GOVT,13600,MBBS,2017
31,274009,NULL,UNKNOWN,,80138257,OBC (PH),212,"MADRAS MEDICAL COLLEGE, CHENNAI",ALL INDIA,GOVT,13600,MBBS,2017
32,451909,NULL,UNKNOWN,,80520948,SC (PH),139,"MADRAS MEDICAL COLLEGE, CHENNAI",ALL INDIA,GOVT,13600,MBBS,2017
1,103,9729,PAUL,M,80477140,BC,539,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
2,124,772,GANESHRAM.M,M,80154270,OC,526,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
3,149,5687,KHYATHI SRINIVAS,F,80599340,OC,519,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
4,151,4713,AKASH.B,M,80161576,OC,519,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
5,154,5347,SRILAKSHMI GIRIDHARAN,F,80288164,OC,517,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
6,159,4754,SHADHIKHA.K,F,80466907,BC,514,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
7,160,8089,NIMISHA ANN MATHEW,F,80045353,OC,514,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
8,163,7259,GOKULAKRISHNA.P.J,M,80143415,OC,513,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
9,164,12634,ASHWINI R M,F,80042558,OC,512,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
10,166,14911,HARIHARAN.M,M,80536644,OC,512,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
11,177,1398,VASUPRIYA R,F,80094224,OC,509,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
12,180,5187,SHANKARSHANA.B,M,80088392,OC,509,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
13,182,6332,GAURI.H,F,80044257,OC,507,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
14,183,14329,CHANDNI.K,F,80152236,OC,507,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
15,201,11703,DHRUTI KOTHARI,F,80003083,OC,500,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
16,204,3532,ANANYA MAHATHI.M,F,80934591,OC,499,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
17,205,11675,PREETHEE.U,F,80084886,OC,499,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
18,207,3407,KRISHNA.S,M,80215005,OC,499,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
19,209,18269,ANCHITHA P S,F,80025157,OC,498,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
20,210,53765,SHIVANGI RUDRA,F,80030752,OC,498,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
21,211,12045,BHAVIK.R.SHAH,M,80035846,OC,498,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
22,221,3898,SREE MANOJ,M,80393961,OC,493,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
23,228,9524,JIJIN CHANDRAN,M,80271627,OC,492,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
24,234,1114,PRITHYUNTH VISHWA.B,M,80218087,OC,491,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
25,238,20905,ABHIRAM.H.L,M,80734967,OC,489,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
26,240,9333,AMBIKA NANDAKUMAR.K,F,80366328,OC,488,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
27,248,16396,MARIAM RACHEL THOMAS,F,80700961,OC,486,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
28,253,13851,JOSEPH THOMAS PADAM,M,80015233,OC,485,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
29,261,24977,RASHMIKAA,F,80573361,OC,482,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
30,270,18751,PRANEET MANOJ RAM,M,80487710,OC,482,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
31,272,1161,ABHINESH.R,M,80301651,OC,481,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
32,273,9178,SIDHARTH.R,M,80096124,OC,481,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
33,275,50408,PAVITHRA.S,F,80130927,OC,481,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
34,279,358,VIBIN JOHNY RAJ.P,M,80293321,BC,480,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
35,282,8585,NARAYANAN S,M,80089526,OC,479,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
36,283,8814,SANJAI RAJ T.N,M,80050957,BC,479,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
37,287,4476,JASWANTH.B,M,80782642,OC,478,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
38,288,3289,SACHIN V,M,80278035,OC,477,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
39,290,9684,ADLIN TABITHA.M,F,80182187,BC,477,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
40,291,6165,THARITHA.A.G,F,80290954,BC,477,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
41,292,1400,PRIYANKA.B,F,80620612,BC,477,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
42,293,19125,ARVIND BHARATI.S,M,80048569,OC,477,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
43,295,4103,SYEDA ADEEBA,F,80134694,BCM,476,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
44,296,4916,SOUNDARYA.G,F,80534016,BC,476,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
45,297,9660,MAMTA GAIRA,F,80299640,OC,476,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
46,299,4532,HARISH.C,M,80299368,OC,476,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
47,304,762,JANANI.S,F,80208272,BC,475,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
48,305,18817,KARTHIKA.B.,F,80015444,OC,475,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
49,307,3392,SREYES.NARAYANAN,M,80895156,OC,475,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
50,308,10239,R DHINAHARAN,M,80055946,BC,474,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
51,309,3207,VIGHNESH P,M,80065446,OC,474,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
52,310,615,YUKTA,F,80409748,OC,474,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
53,311,11218,KAVIN KUMAR S,M,80146634,BC,474,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
54,312,12617,FOUZUL HIDAYA A,F,80049260,BCM,474,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
55,313,9456,RASIKA.V,F,80059301,OC,474,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
56,315,11857,KAVIYAA K,F,80118365,BC,474,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
57,316,88,KIRUBAKARAN K,M,80015147,BC,474,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
58,321,820,AAKASH S,M,80015173,BC,472,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
59,322,22333,BARGAVI.K,F,80282254,BC,472,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
60,324,13277,GOKUL NATH N,M,80165211,BC,471,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
61,325,22549,HASSAIN MOWLA.K,M,80000666,BCM,471,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
62,326,3482,ANANTH SRIVATSA.D,M,80037552,OC,470,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
63,327,22636,PRADYUMNA G,M,80118069,BC,470,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
64,328,22611,SHIVADA.R,F,80787141,OC,470,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
65,329,15402,MUTHAMIL KUMARAN M,M,80812374,BC,470,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
66,330,1973,ABHILASH R N,M,80970720,BC,469,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
67,333,55683,DHEERAJ KUMAR RAI,M,80279699,OC,469,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
68,335,20852,LOGAVARSHINI S,F,80127076,BC,468,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
69,338,15438,KAVIYA S,F,80883679,BC,468,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
70,340,4632,K ADHISHREE,F,80350497,BC,467,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
71,341,5706,VISAL.N,M,80105889,BC,466,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
72,344,5139,MOHANAPRIYA N,F,80253354,BC,465,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
73,352,337,BARETH M,M,80094600,BC,464,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
74,353,13246,SNEHA.R,F,80610462,BC,464,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
75,357,1137,ISWAR COOMARA SWAMY B,M,80385485,BC,463,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
76,368,14984,SAAI POORNIMA.V,F,80359962,BC,462,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
77,369,5008,HARIVARMAN S,M,80219882,BC,461,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
78,371,18746,WILFRED ASHWIN.K,M,80179247,BC,461,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
79,375,21937,SYAMA.K.M,F,80078717,BC,460,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
80,376,19082,GANAPATHY NARAYANA,M,80304447,BC,460,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
81,377,10983,MATHAN KUMAR.M,M,80182667,BC,460,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
82,379,8714,JASWANT M D,M,80042312,BC,460,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
83,380,50623,ARIVUDAINAMBI S,M,80057127,BC,459,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
84,382,21959,AMIRTHA VARSHINE.N,F,80481242,BC,459,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
85,383,22325,DEEPAK VIGNESHWAR M,M,80202927,BC,459,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
86,390,8596,KAAPIL S,M,80085847,BC,458,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
87,391,1157,ALLWIN J,M,80090964,BC,458,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
88,393,21478,JANANI.K,F,80103846,BC,456,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
89,399,13023,VARUN DEV K.G.,M,80454108,BC,455,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
90,401,3651,AAKASH RAMKUMAR KANNAN,M,80344713,BC,455,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
91,402,11577,JANANI C,F,80538144,BC,455,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
92,404,4292,VARSHINI M D,F,80728014,BC,454,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
93,406,10633,KABELESWAAR.K,M,80307411,BC,454,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
94,409,3186,BRAGADEESVARAN K G,M,80211703,BC,454,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
95,412,3561,SAMYUTHA.B,F,80280157,BC,453,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
96,413,13196,AKSHAYKUMAR.A,M,80038953,BC,453,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
97,415,5392,PRIYAM.RAMALINGAM,F,80280447,BC,452,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
98,417,3648,NAVEEN KUMAR R,M,80022336,BC,452,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
99,425,6447,MELWIN ROMALD.J,M,80007351,BC,450,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
100,427,1320,ARAVIND.M.S,M,80058750,BC,450,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
101,429,51060,JEREMIAH PAUL.A,M,80092329,BC,449,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
102,431,4261,NAVEEN G,M,80528521,BC,449,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
103,435,25183,YAMINYE PRABHA.LK,F,80068344,BC,449,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
104,436,18286,KALAIVANI.M,F,80408975,BC,449,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
105,438,3053,ANTONY ROSARIO A,M,80106495,BC,448,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
106,439,13663,VISHNU G.S,M,80152593,BC,448,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
107,446,51564,GUNASEKAR M,M,80115682,BC,446,"STANLEY MEDICAL COLLEGE, CHENNAI",GOVT,GOVT,NULL,MBBS,2017
